date,city,latitude,longitude,temperature_2m_max,temperature_2m_min,temperature_2m_mean,apparent_temperature_max,apparent_temperature_min,precipitation_sum,rain_sum,snowfall_sum,wind_speed_10m_max,wind_gusts_10m_max,wind_direction_10m_dominant,weather_code,daylight_duration,sunshine_duration,shortwave_radiation_sum,et0_fao_evapotranspiration,data_source,temp_range,day_length_hours,sunshine_hours,season_meteo,season_india,is_rainy_day,is_hot_day,is_cold_day,weather_category,year_norm
2024-06-13,New Delhi,28.5,77.25,44.8,31.8,38.5,44.2,30.7,0.0,0.0,0.0,27.0,49.7,291,2,50179.93,47173.61,25.78,10.91,archive_era5,13.0,13.939,13.104,Summer,Grishma (Summer),0,1,0,Clear / Partly Cloudy,0.7
2024-06-14,New Delhi,28.5,77.25,43.9,34.7,38.5,44.6,33.8,0.0,0.0,0.0,27.9,51.1,285,2,50196.06,47332.08,24.45,11.44,archive_era5,9.2,13.943,13.148,Summer,Grishma (Summer),0,1,0,Clear / Partly Cloudy,0.7
2024-06-15,New Delhi,28.5,77.25,44.3,34.0,39.1,45.2,33.5,0.0,0.0,0.0,26.3,50.8,288,1,50210.0,46811.68,26.23,11.32,archive_era5,10.3,13.947,13.003,Summer,Grishma (Summer),0,1,0,Clear / Partly Cloudy,0.7
2024-06-16,New Delhi,28.5,77.25,45.0,33.7,39.6,45.6,35.4,0.0,0.0,0.0,23.8,49.0,291,1,50221.74,47065.41,26.0,10.93,archive_era5,11.3,13.95,13.074,Summer,Grishma (Summer),0,1,0,Clear / Partly Cloudy,0.7
2024-06-17,New Delhi,28.5,77.25,45.6,34.8,40.1,46.6,36.4,0.0,0.0,0.0,25.8,50.0,286,1,50231.24,47080.72,23.75,10.68,archive_era5,10.8,13.953,13.078,Summer,Grishma (Summer),0,1,0,Clear / Partly Cloudy,0.7
2024-06-18,New Delhi,28.5,77.25,44.4,35.5,39.9,46.2,38.3,0.0,0.0,0.0,30.3,58.3,287,1,50238.48,46830.64,24.11,10.65,archive_era5,8.9,13.955,13.009,Summer,Grishma (Summer),0,1,0,Clear / Partly Cloudy,0.7
2024-06-19,New Delhi,28.5,77.25,43.5,30.5,38.7,47.2,34.6,0.7,0.7,0.0,26.9,54.0,264,51,50243.44,46291.91,25.35,9.91,archive_era5,13.0,13.957,12.859,Summer,Grishma (Summer),0,1,0,Drizzle,0.7
2024-06-20,New Delhi,28.5,77.25,38.4,29.6,33.7,45.2,32.7,0.2,0.2,0.0,20.7,39.2,34,51,50246.08,46313.02,24.37,6.53,archive_era5,8.8,13.957,12.865,Summer,Grishma (Summer),0,1,0,Drizzle,0.7
2024-06-21,New Delhi,28.5,77.25,36.5,28.1,31.6,42.6,32.7,3.9,3.9,0.0,15.5,26.6,345,61,50246.39,44130.35,21.62,5.52,archive_era5,8.4,13.957,12.258,Summer,Grishma (Summer),1,1,0,Rain,0.7
2024-06-22,New Delhi,28.5,77.25,37.6,29.0,33.5,44.1,33.9,0.0,0.0,0.0,10.7,19.8,30,3,50244.34,40739.12,22.85,5.9,archive_era5,8.6,13.957,11.316,Summer,Grishma (Summer),0,1,0,Clear / Partly Cloudy,0.7
2024-06-23,New Delhi,28.5,77.25,37.7,30.5,34.2,45.8,35.9,0.3,0.3,0.0,15.6,29.5,110,51,50239.94,44421.02,23.3,6.17,archive_era5,7.2,13.956,12.339,Summer,Grishma (Summer),0,1,0,Drizzle,0.7
2024-06-24,New Delhi,28.5,77.25,37.0,29.9,33.2,42.9,35.5,0.7,0.7,0.0,16.9,29.5,108,51,50233.21,43771.33,19.47,5.28,archive_era5,7.1,13.954,12.159,Summer,Grishma (Summer),0,1,0,Drizzle,0.7
2024-06-25,New Delhi,28.5,77.25,37.0,29.3,33.3,44.7,35.6,1.7,1.7,0.0,8.7,29.2,119,53,50224.2,39271.48,19.01,4.92,archive_era5,7.7,13.951,10.909,Summer,Grishma (Summer),1,1,0,Drizzle,0.7
2024-06-26,New Delhi,28.5,77.25,33.7,30.1,31.7,41.2,36.8,17.1,17.1,0.0,20.7,25.6,100,63,50212.93,21566.95,14.65,4.02,archive_era5,3.6,13.948,5.991,Summer,Grishma (Summer),1,0,0,Rain,0.7
2024-06-27,New Delhi,28.5,77.25,31.8,28.1,29.8,37.1,32.6,2.3,2.3,0.0,21.5,40.0,112,51,50199.43,7899.7,9.48,2.64,archive_era5,3.7,13.944,2.194,Summer,Grishma (Summer),1,0,0,Drizzle,0.7
2024-06-28,New Delhi,28.5,77.25,32.8,26.3,29.3,40.3,33.0,21.4,21.4,0.0,12.8,24.1,125,63,50183.74,13887.15,9.96,2.28,archive_era5,6.5,13.94,3.858,Summer,Grishma (Summer),1,0,0,Rain,0.7
2024-06-29,New Delhi,28.5,77.25,33.4,28.8,29.9,40.5,35.6,17.5,17.5,0.0,12.6,22.0,183,63,50165.89,21721.94,12.45,2.85,archive_era5,4.6,13.935,6.034,Summer,Grishma (Summer),1,0,0,Rain,0.7
2024-06-30,New Delhi,28.5,77.25,35.5,28.4,31.6,45.5,36.1,9.6,9.6,0.0,8.9,24.1,104,61,50145.9,33192.08,18.4,4.26,archive_era5,7.1,13.929,9.22,Summer,Grishma (Summer),1,1,0,Rain,0.7
2024-07-01,New Delhi,28.5,77.25,34.8,28.7,31.3,42.3,36.2,15.1,15.1,0.0,11.3,25.9,268,63,50123.82,37548.09,16.1,3.72,archive_era5,6.1,13.923,10.43,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-02,New Delhi,28.5,77.25,33.6,29.5,31.5,41.4,36.8,10.7,10.7,0.0,14.8,27.7,214,63,50099.68,21621.4,13.66,3.29,archive_era5,4.1,13.917,6.006,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-03,New Delhi,28.5,77.25,31.1,27.1,29.3,39.2,33.9,17.3,17.3,0.0,13.9,27.0,174,61,50073.52,3942.75,8.76,2.09,archive_era5,4.0,13.909,1.095,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-04,New Delhi,28.5,77.25,30.4,26.5,28.3,37.3,33.1,15.1,15.1,0.0,10.1,26.3,99,63,50045.36,5218.42,7.87,1.76,archive_era5,3.9,13.901,1.45,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-05,New Delhi,28.5,77.25,30.4,27.8,28.8,38.0,34.5,9.9,9.9,0.0,12.3,25.2,90,63,50015.26,14346.26,11.41,2.5,archive_era5,2.6,13.893,3.985,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-06,New Delhi,28.5,77.25,31.3,27.1,28.9,38.3,32.9,0.9,0.9,0.0,14.9,23.4,69,51,49983.24,7096.35,11.2,2.66,archive_era5,4.2,13.884,1.971,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-07-07,New Delhi,28.5,77.25,33.3,26.6,29.0,39.8,32.2,0.2,0.2,0.0,16.6,23.0,47,51,49949.33,33374.49,16.87,3.79,archive_era5,6.7,13.875,9.271,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-07-08,New Delhi,28.5,77.25,31.7,26.3,29.1,38.6,32.2,0.3,0.3,0.0,7.5,20.2,79,51,49913.58,42002.92,19.63,4.2,archive_era5,5.4,13.865,11.667,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-07-09,New Delhi,28.5,77.25,33.7,27.8,30.7,41.6,34.3,2.4,2.4,0.0,9.0,22.0,115,53,49876.03,41229.26,19.53,4.29,archive_era5,5.9,13.854,11.453,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-07-10,New Delhi,28.5,77.25,35.0,29.5,32.0,44.7,37.6,0.9,0.9,0.0,8.1,15.1,152,51,49836.71,43332.75,20.22,4.58,archive_era5,5.5,13.844,12.037,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-07-11,New Delhi,28.5,77.25,37.6,29.4,33.4,45.4,36.9,0.9,0.9,0.0,11.9,30.2,244,51,49795.64,43849.13,21.19,5.26,archive_era5,8.2,13.832,12.18,Summer,Varsha (Monsoon),0,1,0,Drizzle,0.7
2024-07-12,New Delhi,28.5,77.25,35.6,29.5,32.1,41.0,34.2,0.4,0.4,0.0,17.7,46.4,291,51,49752.45,38152.79,18.45,4.99,archive_era5,6.1,13.82,10.598,Summer,Varsha (Monsoon),0,1,0,Drizzle,0.7
2024-07-13,New Delhi,28.5,77.25,34.7,28.1,30.6,41.9,34.2,11.4,11.4,0.0,10.2,27.0,347,63,49707.07,34302.24,19.13,4.28,archive_era5,6.6,13.808,9.528,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-14,New Delhi,28.5,77.25,36.0,29.0,32.5,45.1,37.1,3.8,3.8,0.0,7.1,20.2,115,61,49659.57,43600.29,23.08,5.23,archive_era5,7.0,13.794,12.111,Summer,Varsha (Monsoon),1,1,0,Rain,0.7
2024-07-15,New Delhi,28.5,77.25,33.8,29.1,31.6,41.5,36.6,6.5,6.5,0.0,12.8,29.5,90,63,49610.03,40688.84,18.77,4.31,archive_era5,4.7,13.781,11.302,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-16,New Delhi,28.5,77.25,35.9,29.4,32.4,43.3,36.7,11.4,11.4,0.0,13.7,27.7,98,63,49558.53,38663.01,17.86,4.47,archive_era5,6.5,13.766,10.74,Summer,Varsha (Monsoon),1,1,0,Rain,0.7
2024-07-17,New Delhi,28.5,77.25,33.8,30.2,32.0,42.8,37.6,0.4,0.4,0.0,15.4,25.6,99,51,49505.14,43638.33,21.4,4.94,archive_era5,3.6,13.751,12.122,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-07-18,New Delhi,28.5,77.25,34.6,29.9,31.4,44.0,38.0,1.7,1.7,0.0,11.4,22.3,119,51,49449.95,40977.47,17.89,4.03,archive_era5,4.7,13.736,11.383,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-07-19,New Delhi,28.5,77.25,33.9,28.6,31.3,43.5,35.8,2.1,2.1,0.0,12.7,23.4,121,53,49393.02,36028.83,19.2,4.38,archive_era5,5.3,13.72,10.008,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-07-20,New Delhi,28.5,77.25,36.2,28.7,32.4,44.5,35.6,0.3,0.3,0.0,11.2,22.3,126,51,49334.45,39910.83,19.28,4.52,archive_era5,7.5,13.704,11.086,Summer,Varsha (Monsoon),0,1,0,Drizzle,0.7
2024-07-21,New Delhi,28.5,77.25,35.3,30.6,32.7,44.3,38.4,1.4,1.4,0.0,13.7,26.6,117,51,49274.28,42257.15,20.12,4.8,archive_era5,4.7,13.687,11.738,Summer,Varsha (Monsoon),1,1,0,Drizzle,0.7
2024-07-22,New Delhi,28.5,77.25,34.5,30.6,31.8,43.0,38.0,1.7,1.7,0.0,13.3,27.4,128,53,49212.61,43200.0,20.16,4.64,archive_era5,3.9,13.67,12.0,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-07-23,New Delhi,28.5,77.25,33.9,29.5,31.7,43.5,37.3,0.9,0.9,0.0,11.6,23.8,111,51,49149.51,42509.14,17.46,4.0,archive_era5,4.4,13.653,11.808,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-07-24,New Delhi,28.5,77.25,33.2,28.6,30.9,42.6,36.4,1.8,1.8,0.0,7.1,16.6,66,53,49085.05,35164.19,15.44,3.42,archive_era5,4.6,13.635,9.768,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-07-25,New Delhi,28.5,77.25,34.5,28.8,31.3,43.5,37.2,2.0,2.0,0.0,8.4,16.2,89,51,49019.3,35838.95,17.34,3.91,archive_era5,5.7,13.616,9.955,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-07-26,New Delhi,28.5,77.25,34.2,29.4,31.6,42.9,36.8,2.7,2.7,0.0,10.5,17.3,20,55,48952.34,32002.72,16.98,3.88,archive_era5,4.8,13.598,8.89,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-07-27,New Delhi,28.5,77.25,34.8,29.3,31.1,43.4,37.9,15.6,15.6,0.0,10.7,24.5,80,63,48884.23,21684.78,13.4,3.06,archive_era5,5.5,13.579,6.024,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-07-28,New Delhi,28.5,77.25,36.1,29.5,32.9,44.1,38.2,0.9,0.9,0.0,16.4,32.4,97,53,48815.04,41293.47,18.65,4.64,archive_era5,6.6,13.56,11.47,Summer,Varsha (Monsoon),0,1,0,Drizzle,0.7
2024-07-29,New Delhi,28.5,77.25,36.5,29.9,33.1,43.9,37.0,0.0,0.0,0.0,16.5,37.4,107,3,48744.84,43022.43,21.1,5.25,archive_era5,6.6,13.54,11.951,Summer,Varsha (Monsoon),0,1,0,Clear / Partly Cloudy,0.7
2024-07-30,New Delhi,28.5,77.25,36.4,30.9,33.4,45.5,39.0,0.6,0.6,0.0,14.0,27.4,117,51,48673.71,40482.64,19.65,4.84,archive_era5,5.5,13.52,11.245,Summer,Varsha (Monsoon),0,1,0,Drizzle,0.7
2024-07-31,New Delhi,28.5,77.25,35.3,28.5,32.2,44.8,34.5,6.7,6.7,0.0,18.1,22.0,193,61,48601.66,9354.79,12.02,3.16,archive_era5,6.8,13.5,2.599,Summer,Varsha (Monsoon),1,1,0,Rain,0.7
2024-08-01,New Delhi,28.5,77.25,32.4,26.3,29.0,39.6,32.5,3.7,3.7,0.0,16.7,28.8,138,53,48528.17,4130.05,7.26,1.78,archive_era5,6.1,13.48,1.147,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-02,New Delhi,28.5,77.25,32.7,27.4,30.1,39.4,35.0,1.6,1.6,0.0,16.3,37.8,112,61,48453.07,35099.87,18.21,3.99,archive_era5,5.3,13.459,9.75,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-03,New Delhi,28.5,77.25,33.7,28.3,30.9,39.8,34.7,0.9,0.9,0.0,20.3,38.9,131,51,48376.46,41361.71,17.76,4.32,archive_era5,5.4,13.438,11.489,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-08-04,New Delhi,28.5,77.25,34.7,28.5,31.2,39.1,33.9,2.6,2.6,0.0,23.3,43.6,84,53,48298.42,39882.46,17.34,4.71,archive_era5,6.2,13.416,11.078,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-05,New Delhi,28.5,77.25,33.2,28.5,30.1,37.6,32.0,1.2,1.2,0.0,31.3,53.3,113,51,48219.04,39445.01,16.95,4.35,archive_era5,4.7,13.394,10.957,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-06,New Delhi,28.5,77.25,33.2,27.8,30.4,38.7,34.0,0.2,0.2,0.0,15.7,32.8,189,51,48138.41,36127.75,14.46,3.78,archive_era5,5.4,13.372,10.035,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-08-07,New Delhi,28.5,77.25,29.7,26.6,28.0,36.6,32.9,6.4,6.4,0.0,10.3,20.2,162,55,48056.61,134.55,5.72,1.39,archive_era5,3.1,13.349,0.037,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-08,New Delhi,28.5,77.25,31.3,27.0,28.6,39.3,33.4,5.1,5.1,0.0,9.2,24.8,126,53,47973.71,18395.24,11.34,2.45,archive_era5,4.3,13.326,5.11,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-09,New Delhi,28.5,77.25,32.9,27.2,29.2,41.1,34.7,9.0,9.0,0.0,7.7,18.0,124,63,47889.81,19936.8,12.47,2.78,archive_era5,5.7,13.303,5.538,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-10,New Delhi,28.5,77.25,30.9,27.3,28.9,39.4,34.7,17.0,17.0,0.0,9.4,19.4,144,63,47804.98,13053.32,10.68,2.39,archive_era5,3.6,13.279,3.626,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-11,New Delhi,28.5,77.25,29.3,26.3,27.9,37.4,33.1,27.7,27.7,0.0,7.4,22.0,113,63,47719.3,11865.27,9.83,2.15,archive_era5,3.0,13.255,3.296,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-12,New Delhi,28.5,77.25,30.8,26.5,28.2,38.4,33.1,29.0,29.0,0.0,10.8,24.1,76,63,47632.84,11410.45,9.42,2.08,archive_era5,4.3,13.231,3.17,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-13,New Delhi,28.5,77.25,32.3,26.9,29.1,39.8,33.5,16.5,16.5,0.0,13.3,24.5,89,63,47545.69,10789.55,9.45,2.22,archive_era5,5.4,13.207,2.997,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-14,New Delhi,28.5,77.25,32.3,27.7,29.9,40.0,35.0,13.4,13.4,0.0,11.1,23.0,97,63,47457.91,19963.33,11.85,2.73,archive_era5,4.6,13.183,5.545,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-15,New Delhi,28.5,77.25,33.1,28.1,29.8,41.3,34.9,3.5,3.5,0.0,13.2,33.1,102,55,47369.57,35092.46,15.02,3.25,archive_era5,5.0,13.158,9.748,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-16,New Delhi,28.5,77.25,32.4,27.7,29.7,40.3,34.6,12.5,12.5,0.0,16.2,33.5,125,63,47280.77,16839.54,12.55,2.84,archive_era5,4.7,13.134,4.678,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-17,New Delhi,28.5,77.25,34.4,28.3,30.8,42.0,35.6,0.2,0.2,0.0,10.9,20.5,279,51,47191.55,39926.34,16.48,3.77,archive_era5,6.1,13.109,11.091,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-08-18,New Delhi,28.5,77.25,33.9,28.8,30.9,42.1,35.8,3.3,3.3,0.0,13.3,27.0,287,61,47101.99,32901.55,16.47,3.78,archive_era5,5.1,13.084,9.139,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-19,New Delhi,28.5,77.25,33.0,28.9,30.6,40.0,35.7,3.0,3.0,0.0,15.3,26.6,281,55,47012.16,36220.32,16.45,3.75,archive_era5,4.1,13.059,10.061,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-20,New Delhi,28.5,77.25,31.6,27.6,29.4,38.8,34.6,18.8,18.8,0.0,7.9,23.0,235,63,46922.09,20651.41,11.28,2.53,archive_era5,4.0,13.034,5.737,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-21,New Delhi,28.5,77.25,33.9,27.0,30.2,43.1,33.8,6.8,6.8,0.0,8.3,19.1,184,61,46831.18,36789.55,17.91,3.99,archive_era5,6.9,13.009,10.219,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-22,New Delhi,28.5,77.25,34.9,28.0,30.5,44.6,35.4,2.2,2.2,0.0,5.7,20.2,265,51,46739.25,40014.38,17.93,4.0,archive_era5,6.9,12.983,11.115,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-23,New Delhi,28.5,77.25,31.1,27.2,28.9,39.7,34.5,14.1,14.1,0.0,8.4,14.8,31,63,46646.37,27681.1,14.34,3.08,archive_era5,3.9,12.957,7.689,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-24,New Delhi,28.5,77.25,34.3,27.5,30.2,42.9,35.0,9.5,9.5,0.0,8.0,25.2,59,63,46552.64,37747.35,17.77,3.93,archive_era5,6.8,12.931,10.485,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-25,New Delhi,28.5,77.25,33.7,27.5,30.8,40.4,33.6,1.5,1.5,0.0,19.2,55.4,88,53,46458.11,41602.41,19.75,4.69,archive_era5,6.2,12.905,11.556,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-26,New Delhi,28.5,77.25,33.3,27.6,30.1,40.2,32.3,2.8,2.8,0.0,18.7,52.2,102,61,46362.86,39751.49,17.7,4.21,archive_era5,5.7,12.879,11.042,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-27,New Delhi,28.5,77.25,33.0,25.8,28.7,39.6,30.5,20.9,20.9,0.0,20.1,47.2,113,63,46266.96,26481.85,14.2,3.17,archive_era5,7.2,12.852,7.356,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-28,New Delhi,28.5,77.25,32.0,25.7,28.2,38.8,30.7,10.6,10.6,0.0,17.3,36.7,126,61,46170.49,18866.53,11.77,2.58,archive_era5,6.3,12.825,5.241,Summer,Varsha (Monsoon),1,0,0,Rain,0.7
2024-08-29,New Delhi,28.5,77.25,31.1,26.1,28.1,37.4,31.3,4.7,4.7,0.0,17.8,36.0,131,53,46073.51,24381.39,11.28,2.44,archive_era5,5.0,12.798,6.773,Summer,Varsha (Monsoon),1,0,0,Drizzle,0.7
2024-08-30,New Delhi,28.5,77.25,34.1,26.6,30.3,42.2,32.9,0.9,0.9,0.0,7.0,22.3,117,51,45976.1,40935.78,17.19,3.82,archive_era5,7.5,12.771,11.371,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-08-31,New Delhi,28.5,77.25,34.8,27.4,31.0,42.0,34.1,0.5,0.5,0.0,10.8,23.4,312,51,45878.31,41626.98,19.3,4.43,archive_era5,7.4,12.744,11.563,Summer,Varsha (Monsoon),0,0,0,Drizzle,0.7
2024-09-01,New Delhi,28.5,77.25,35.3,28.4,31.3,43.0,35.7,5.5,5.5,0.0,11.4,20.2,329,61,45780.23,40079.4,19.15,4.37,archive_era5,6.9,12.717,11.133,Autumn,Sharad (Autumn),1,1,0,Rain,0.7
2024-09-02,New Delhi,28.5,77.25,32.4,27.7,29.8,39.1,34.0,3.5,3.5,0.0,14.7,30.6,105,53,45681.9,24281.61,13.68,3.12,archive_era5,4.7,12.689,6.745,Autumn,Sharad (Autumn),1,0,0,Drizzle,0.7
2024-09-03,New Delhi,28.5,77.25,33.6,27.4,29.7,41.4,33.4,10.5,10.5,0.0,12.6,29.5,85,63,45583.41,33532.58,15.98,3.53,archive_era5,6.2,12.662,9.315,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-04,New Delhi,28.5,77.25,30.0,26.4,27.7,37.4,33.0,9.1,9.1,0.0,9.4,19.4,333,63,45484.8,35885.58,13.92,2.85,archive_era5,3.6,12.635,9.968,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-05,New Delhi,28.5,77.25,32.1,26.0,28.6,39.3,32.6,2.4,2.4,0.0,6.0,13.7,158,53,45386.16,27464.39,12.27,2.72,archive_era5,6.1,12.607,7.629,Autumn,Sharad (Autumn),1,0,0,Drizzle,0.7
2024-09-06,New Delhi,28.5,77.25,30.7,26.6,28.2,36.8,33.1,19.0,19.0,0.0,12.1,23.4,117,63,45287.53,30838.28,11.14,2.43,archive_era5,4.1,12.58,8.566,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-07,New Delhi,28.5,77.25,30.6,26.1,27.7,38.8,32.4,16.6,16.6,0.0,8.9,19.4,84,63,45188.98,4013.99,8.07,1.79,archive_era5,4.5,12.552,1.115,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-08,New Delhi,28.5,77.25,31.3,26.8,28.5,39.3,33.5,5.8,5.8,0.0,11.2,23.0,327,63,45090.57,31367.23,15.34,3.23,archive_era5,4.5,12.525,8.713,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-09,New Delhi,28.5,77.25,34.5,27.1,29.7,43.2,33.7,8.7,8.7,0.0,9.7,19.4,308,63,44992.33,27352.71,15.07,3.33,archive_era5,7.4,12.498,7.598,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-10,New Delhi,28.5,77.25,32.0,26.9,28.8,39.9,33.9,10.5,10.5,0.0,12.3,24.5,44,63,44893.64,21170.58,12.77,2.77,archive_era5,5.1,12.47,5.881,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-11,New Delhi,28.5,77.25,31.4,26.6,28.2,38.0,32.9,19.0,19.0,0.0,10.5,32.4,359,63,44794.32,18627.28,10.12,2.19,archive_era5,4.8,12.443,5.174,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-12,New Delhi,28.5,77.25,27.7,24.5,26.0,34.2,27.6,115.4,115.4,0.0,21.5,39.6,14,65,44694.44,0.0,2.47,0.69,archive_era5,3.2,12.415,0.0,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-13,New Delhi,28.5,77.25,27.2,23.7,25.2,34.0,26.6,64.8,64.8,0.0,19.5,39.6,306,65,44594.06,2738.18,5.5,1.21,archive_era5,3.5,12.387,0.761,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-14,New Delhi,28.5,77.25,31.8,23.8,27.5,37.7,28.1,0.2,0.2,0.0,17.2,28.4,291,51,44493.24,41057.26,18.09,3.69,archive_era5,8.0,12.359,11.405,Autumn,Sharad (Autumn),0,0,0,Drizzle,0.7
2024-09-15,New Delhi,28.5,77.25,32.3,25.7,28.4,37.5,30.4,0.5,0.5,0.0,14.9,31.0,289,51,44392.05,40984.76,18.15,3.91,archive_era5,6.6,12.331,11.385,Autumn,Sharad (Autumn),0,0,0,Drizzle,0.7
2024-09-16,New Delhi,28.5,77.25,33.6,25.9,29.0,38.2,29.7,0.1,0.1,0.0,17.6,33.5,298,51,44290.55,40956.82,19.47,4.49,archive_era5,7.7,12.303,11.377,Autumn,Sharad (Autumn),0,0,0,Drizzle,0.7
2024-09-17,New Delhi,28.5,77.25,32.0,26.0,28.5,39.0,30.8,0.4,0.4,0.0,8.9,18.4,300,51,44188.82,35751.49,14.25,3.17,archive_era5,6.0,12.275,9.931,Autumn,Sharad (Autumn),0,0,0,Drizzle,0.7
2024-09-18,New Delhi,28.5,77.25,28.1,23.1,25.5,33.6,25.1,26.9,26.9,0.0,20.7,46.1,38,63,44086.9,7232.82,6.85,1.55,archive_era5,5.0,12.246,2.009,Autumn,Sharad (Autumn),1,0,0,Rain,0.7
2024-09-19,New Delhi,28.5,77.25,31.2,22.9,27.2,37.2,26.1,2.1,2.1,0.0,14.7,36.7,95,53,43984.88,37940.27,14.25,2.95,archive_era5,8.3,12.218,10.539,Autumn,Sharad (Autumn),1,0,0,Drizzle,0.7
2024-09-20,New Delhi,28.5,77.25,33.1,25.2,28.7,38.2,31.3,0.0,0.0,0.0,10.9,27.7,138,3,43882.79,39237.08,16.69,3.69,archive_era5,7.9,12.19,10.899,Autumn,Sharad (Autumn),0,0,0,Clear / Partly Cloudy,0.7
2024-09-21,New Delhi,28.5,77.25,34.0,26.4,30.0,40.7,32.2,0.1,0.1,0.0,7.6,20.5,217,51,43780.71,40614.51,17.34,3.87,archive_era5,7.6,12.161,11.282,Autumn,Sharad (Autumn),0,0,0,Drizzle,0.7
2024-09-22,New Delhi,28.5,77.25,35.0,27.2,30.8,42.1,33.6,0.0,0.0,0.0,7.6,14.8,313,3,43678.71,34100.95,14.59,3.47,archive_era5,7.8,12.133,9.472,Autumn,Sharad (Autumn),0,0,0,Clear / Partly Cloudy,0.7
2024-09-23,New Delhi,28.5,77.25,35.3,27.0,30.8,43.2,33.5,0.0,0.0,0.0,8.1,19.1,300,0,43576.84,40164.09,20.17,4.51,archive_era5,8.3,12.105,11.157,Autumn,Sharad (Autumn),0,1,0,Clear / Partly Cloudy,0.7
2024-09-24,New Delhi,28.5,77.25,35.7,27.7,31.2,44.5,34.9,0.0,0.0,0.0,6.3,12.6,251,1,43475.16,40200.32,18.89,4.19,archive_era5,8.0,12.076,11.167,Autumn,Sharad (Autumn),0,1,0,Clear / Partly Cloudy,0.7
